"do_id","Term","available"
"DOID:7164","obsolete mediastinum mature teratoma","F"
"DOID:7165","subacute thyroiditis","F"
"DOID:7166","thyroiditis","F"
"DOID:7168","lung occult adenocarcinoma","F"
"DOID:7169","lung occult large cell carcinoma","F"
"DOID:7170","obsolete recurrent non-cutaneous melanoma","F"
"DOID:7171","obsolete recurrent cutaneous melanoma","F"
"DOID:7173","cloacogenic carcinoma","F"
"DOID:7174","anus basaloid carcinoma","F"
"DOID:7175","anal Buschke-Lowenstein tumor","F"
"DOID:7177","anal canal squamous cell carcinoma","F"
"DOID:7179","mixed eosinophil-basophil adenoma","F"
"DOID:718","autoimmune hemolytic anemia","F"
"DOID:7181","benign dermal neurilemmoma","F"
"DOID:7186","obsolete metastatic childhood sarcoma of soft tissue","F"
"DOID:7187","subacute lymphocytic thyroiditis","F"
"DOID:7191","ovarian endometrioid cystadenoma","F"
"DOID:7198","maxillary sinus adenoid cystic carcinoma","F"
"DOID:720","normocytic anemia","F"
"DOID:7202","intermediate malignant teratoma","F"
"DOID:7206","melanomatosis","F"
"DOID:7207","lung combined large cell neuroendocrine carcinoma","F"
"DOID:7214","noninvasive malignant thymoma","F"
"DOID:7215","obsolete relapsed childhood ependymoma","F"
"DOID:722","obsolete spontaneous abortion","F"
"DOID:7221","gallbladder papillary carcinoma","F"
"DOID:7222","gallbladder pleomorphic giant cell adenocarcinoma","F"
"DOID:7223","breast giant fibroadenoma","F"
"DOID:7224","spinal meninges cancer","F"
"DOID:7230","postgerminal center chronic lymphocytic leukemia/small lymphocytic lymphoma","F"
"DOID:7231","childhood CNS embryonal cell carcinoma","F"
"DOID:7232","central nervous system embryonal carcinoma","F"
"DOID:7233","adult central nervous system embryonal carcinoma","F"
"DOID:7234","mucinous cystadenocarcinoma of pancreas","F"
"DOID:7235","pancreatic mucinous cystadenoma","F"
"DOID:7236","pancreatic invasive mucinous cystadenocarcinoma","F"
"DOID:7237","pancreatic non-invasive mucinous cystadenocarcinoma","F"
"DOID:7238","obsolete AIDS-related gastric Kaposi's sarcoma","F"
"DOID:724","female stress incontinence","F"
"DOID:7241","uterine corpus apoplectic leiomyoma","F"
"DOID:7242","uterine corpus cellular leiomyoma","F"
"DOID:7244","bladder urachal urothelial carcinoma","F"
"DOID:7245","obsolete metastatic endometrial adenocarcinoma","F"
"DOID:7246","lymphoepithelioma-like acinar prostate adenocarcinoma","F"
"DOID:7252","obsolete cerebral meninges malignant neoplasm","F"
"DOID:7256","obsolete anaplastic urethra carcinoma","F"
"DOID:7262","obsolete gallbladder anaplastic carcinoma","F"
"DOID:7263","selective IgD deficiency disease","F"
"DOID:7266","familiar fallopian tube carcinoma","F"
"DOID:7267","lung clear cell carcinoma","F"
"DOID:7268","obsolete solid carcinoma of lung with mucus formation","F"
"DOID:7269","cribriform variant testicular seminoma","F"
"DOID:727","premenstrual tension","F"
"DOID:7273","obsolete adrenal gland tuberculosis","F"
"DOID:728","nodular episcleritis","F"
"DOID:7280","congenital epulis","F"
"DOID:7281","uterine corpus adenocarcinofibroma","F"
"DOID:7284","Skene gland carcinoma","F"
"DOID:7289","endometrial endometrioid adenocarcinoma, secretory variant","F"
"DOID:7293","mucin-rich endometrial endometrioid adenocarcinoma","F"
"DOID:7295","obsolete recurrent childhood soft tissue sarcoma","F"
"DOID:7296","obsolete nonmetastatic childhood soft tissue sarcoma","F"
"DOID:7297","childhood extraosseous osteosarcoma","F"
"DOID:730","urethral benign neoplasm","F"
"DOID:7301","obsolete inferior vena cava leiomyosarcoma","F"
"DOID:7302","endodermal sinus pattern testicular yolk sac tumor","F"
"DOID:7304","obsolete breast carcinoma metastatic to the brain","F"
"DOID:7305","astroblastoma","F"
"DOID:7306","obsolete anaplastic oligoastrocytoma","F"
"DOID:7312","breast adenomyoepithelial adenosis","F"
"DOID:7315","Jewett-Marshall bladder cancer","F"
"DOID:7316","obsolete inherited neuropathy","F"
"DOID:7319","axonal neuropathy","F"
"DOID:732","urethral disease","F"
"DOID:7320","ovarian serous cystadenofibroma","F"
"DOID:7323","obsolete primary cerebral lymphoma in immunocompetent host","F"
"DOID:7324","obsolete hepatitis C virus related hepatocellular carcinoma","F"
"DOID:7325","obsolete hepatitis B virus related hepatocellular carcinoma","F"
"DOID:7326","cranial pseudosarcomatous fasciitis","F"
"DOID:7328","iris spindle cell melanoma","F"
"DOID:7332","esophageal tuberculosis","F"
"DOID:7333","nephrogenic adenoma of urinary bladder","F"
"DOID:7334","nephrogenic adenoma","F"
"DOID:7335","obsolete extraocular extension of melanoma","F"
"DOID:734","urethra cancer","F"
"DOID:7340","childhood ovarian dysgerminoma","F"
"DOID:7344","obsolete anaplastic brainstem astrocytoma","F"
"DOID:7345","obsolete anaplastic glioma of brain stem","F"
"DOID:7347","ovarian stromal hyperthecosis","F"
"DOID:735","obsolete metastatic neoplasm of urethra","F"
"DOID:7350","thymic dysplasia","F"
"DOID:7351","obsolete localized Askin's tumor","F"
"DOID:7352","obsolete diencephalic anaplastic astrocytoma","F"
"DOID:7356","rectum sarcomatoid carcinoma","F"
"DOID:7357","obsolete rectal anaplastic carcinoma","F"
"DOID:7358","obsolete recurrent rectal cancer","F"
"DOID:736","male urethral cancer","F"
"DOID:7360","solid pattern testicular yolk sac tumor","F"
"DOID:7362","obsolete teratoma of CNS with malignant transformation","F"
"DOID:7363","vulvar keratinizing squamous cell carcinoma","F"
"DOID:7364","obsolete organic anxiety disorder","F"
"DOID:7365","Kimura disease","F"
"DOID:7371","superficial urinary bladder cancer","F"
"DOID:7378","pituitary hypoplasia","F"
"DOID:7379","adrenal medulla carcinoma","F"
"DOID:738","female urethral cancer","F"
"DOID:7380","squamous cell papilloma of skin","F"
"DOID:7381","lymphohistiocytoid mesothelioma","F"
"DOID:7384","obsolete localized resectable adult primary hepatoma","F"
"DOID:7385","obsolete localized resectable adult primary liver cancer","F"
"DOID:7388","pulmonary vein leiomyosarcoma","F"
"DOID:7389","pulmonary artery leiomyosarcoma","F"
"DOID:739","obsolete metastasis to the urethra","F"
"DOID:7390","superior vena cava leiomyosarcoma","F"
"DOID:7391","obsolete superior vena cava malignant neoplasm","F"
"DOID:7400","Nijmegen breakage syndrome","F"
"DOID:7401","colonic L-cell glucagon-like peptide producing tumor","F"
"DOID:7402","L-cell glucagon-like peptide producing tumor","F"
"DOID:7407","obsolete metastatic carcinoma to the uterine cervix","F"
"DOID:7408","vulvar keratoacanthoma-like carcinoma","F"
"DOID:7409","vulvar non-keratinizing squamous cell carcinoma","F"
"DOID:7410","obsolete vulvar squamous cell carcinoma with tumor giant cells","F"
"DOID:7411","ovarian endometrioid cystadenofibroma","F"
"DOID:7419","obsolete metaplastic meningioma","F"
"DOID:7420","obsolete placental infarction","F"
"DOID:7423","obsolete ovarian mucinous cystic tumor with mural nodules","F"
"DOID:7426","cutaneous anthrax","F"
"DOID:7427","anthrax disease","F"
"DOID:7428","pineal region germinoma","F"
"DOID:7429","childhood brain germinoma","F"
"DOID:743","dermatographia","F"
"DOID:7430","childhood germ cell brain tumor","F"
"DOID:7435","polyvesicular vitelline pattern testicular yolk sac tumor","F"
"DOID:7436","sarcomatoid uterine corpus endometrioid adenocarcinoma","F"
"DOID:7437","uterus perivascular epithelioid cell tumor","F"
"DOID:7438","ovarian clear cell cystadenocarcinoma","F"
"DOID:7439","polyp of middle ear","F"
"DOID:744","obsolete Muscle calcification and ossification","F"
"DOID:7441","chronic metabolic polyneuropathy","F"
"DOID:7442","monoclonal gammopathy of uncertain significance","F"
"DOID:7444","obsolete diffuse intraductal papillomatosis","F"
"DOID:745","epididymis adenomatoid tumor","F"
"DOID:7455","obsolete hypogonadotropism","F"
"DOID:7457","enterobiasis","F"
"DOID:7459","acantholytic variant squamous cell breast carcinoma","F"
"DOID:746","adenomatoid tumor","F"
"DOID:7460","spindle cell variant squamous cell breast carcinoma","F"
"DOID:7461","large cell keratinizing variant squamous cell breast carcinoma","F"
"DOID:7463","childhood pleomorphic rhabdomyosarcoma","F"
"DOID:7465","chronic NK-cell lymphocytosis","F"
"DOID:7468","obsolete Spitz nevus","F"
"DOID:7469","obsolete balloon cell nevus","F"
"DOID:7470","obsolete neural nevus","F"
"DOID:7471","obsolete deep penetrating nevus","F"
"DOID:7472","obsolete recurrent nevus","F"
"DOID:7473","obsolete recurrent malignant pleural mesothelioma","F"
"DOID:7474","malignant pleural mesothelioma","F"
"DOID:7475","diverticulitis","F"
"DOID:7479","duodenal somatostatinoma","F"
"DOID:7480","large cell carcinoma with rhabdoid phenotype","F"
"DOID:7482","petrous apex meningioma","F"
"DOID:7483","cervical keratinizing squamous cell carcinoma","F"
"DOID:7486","obsolete metastatic renal cell carcinoma","F"
"DOID:7488","posterior urethra cancer","F"
"DOID:7489","Osgood-Schlatter's disease","F"
"DOID:749","active peptic ulcer disease","F"
"DOID:7491","vulvar proximal-type epithelioid sarcoma","F"
"DOID:7492","central epithelioid sarcoma","F"
"DOID:7497","brain ependymoma","F"
"DOID:7498","obsolete AIDS-related Human papillomavirus infectious disease","F"
"DOID:75","lymphatic system disease","F"
"DOID:750","peptic ulcer disease","F"
"DOID:7501","childhood infratentorial ependymoma","F"
"DOID:7502","childhood supratentorial ependymoma","F"
"DOID:7503","extrahepatic bile duct papillary adenoma","F"
"DOID:7504","obsolete mixed embryonal carcinoma and endodermal sinus neoplasm of the testis","F"
"DOID:7505","small intestine benign neoplasm","F"
"DOID:7506","small intestinal L-cell glucagon-like peptide producing tumor","F"
"DOID:7507","obsolete malformation of placenta","F"
"DOID:7511","breast intraductal papillomatosis","F"
"DOID:7512","obsolete localized intraductal papillomatosis","F"
"DOID:7514","Wolffian adnexal neoplasm","F"
"DOID:7515","lumbar spinal canal and spinal cord meningioma","F"
"DOID:7516","childhood central nervous system mixed germ cell tumor","F"
"DOID:7517","obsolete central nervous system mixed germ cell tumor","F"
"DOID:7518","inhibited female orgasm","F"
"DOID:7519","endocervical carcinoma","F"
"DOID:752","peptic ulcer perforation","F"
"DOID:7520","periductal breast myoepitheliosis","F"
"DOID:7521","breast myoepitheliosis","F"
"DOID:7522","childhood infratentorial embryonal tumor with multilayered rosettes, C19MC-altered","F"
"DOID:7526","obsolete metastatic neoplasm to the ciliary body","F"
"DOID:7527","acute gonococcal endometritis","F"
"DOID:7528","acute endometritis","F"
"DOID:7531","anal gland adenocarcinoma","F"
"DOID:7533","subareolar duct papillomatosis","F"
"DOID:7537","breast cystic hypersecretory carcinoma","F"
"DOID:7538","breast ductal adenoma","F"
"DOID:7539","pregnancy adenoma","F"
"DOID:754","bladder tuberculosis","F"
"DOID:7540","breast apocrine adenoma","F"
"DOID:7541","mixed epithelial/mesenchymal metaplastic breast carcinoma","F"
"DOID:7542","osteosarcoma arising in bone Paget's disease","F"
"DOID:7543","obsolete recurrent squamous cell carcinoma of the esophagus","F"
"DOID:7544","obsolete recurrent esophagus cancer","F"
"DOID:7549","ceruminoma","F"
"DOID:7551","gonorrhea","F"
"DOID:7553","infiltrating bladder urothelial carcinoma sarcomatoid variant","F"
"DOID:7554","obsolete Paget's disease and intraductal carcinoma of breast","F"
"DOID:7555","obsolete HIV leukoencephalopathy","F"
"DOID:7558","glossopharyngeal motor neuropathy","F"
"DOID:7559","asymmetric motor neuropathy","F"
"DOID:7565","vulvar eccrine porocarcinoma","F"
"DOID:7566","eccrine porocarcinoma","F"
"DOID:7567","vulvar clear cell hidradenocarcinoma","F"
"DOID:7568","obsolete adult brain meningioma","F"
"DOID:757","obsolete thyrotoxicosis with toxic single thyroid nodule","F"
"DOID:7571","malignant cystic nephroma","F"
"DOID:7574","pancreatic intraductal papillary-colloid carcinoma","F"
"DOID:7575","pancreatic intraductal papillary-mucinous neoplasm","F"
"DOID:7576","obsolete metastatic pancreatic adenocarcinoma","F"
"DOID:7577","pancreatic foamy gland adenocarcinoma","F"
"DOID:7578","breast scirrhous carcinoma","F"
"DOID:7581","obsolete psychogenic depressive psychosis","F"
"DOID:7583","glottis verrucous carcinoma","F"
"DOID:7584","subglottis verrucous carcinoma","F"
"DOID:7585","subglottis squamous cell carcinoma","F"
"DOID:7586","supraglottis verrucous carcinoma","F"
"DOID:7587","supraglottis squamous cell carcinoma","F"
"DOID:7588","obsolete mixed endodermal sinus neoplasm and teratoma of the testis","F"
"DOID:7589","obsolete ovarian dermoid cyst with melanocytic nevus","F"
"DOID:759","obsolete congenital disorder","F"
"DOID:7590","obsolete ovarian dermoid cyst with secondary melanocytic lesion","F"
"DOID:7591","gestational ovarian choriocarcinoma","F"
"DOID:7593","obsolete recurrent pediatric medulloblastoma","F"
"DOID:7596","asbestos-related lung carcinoma","F"
"DOID:7598","cervical lymphoepithelioma-like carcinoma","F"
"DOID:7599","lymphoepithelioma-like thymic carcinoma","F"
"DOID:76","stomach disease","F"
"DOID:7600","infiltrating bladder lymphoepithelioma-like carcinoma","F"
"DOID:7601","obsolete advanced malignant pleural mesothelioma","F"
"DOID:7602","conventional osteosarcoma","F"
"DOID:7603","fibrosarcomatous osteosarcoma","F"
"DOID:7607","chief cell adenoma","F"
"DOID:7608","parathyroid adenoma","F"
"DOID:7609","parathyroid transitional clear cell adenoma","F"
"DOID:761","obsolete meningococcal endocarditis","F"
"DOID:7610","mixed cell type adenoma of parathyroid","F"
"DOID:7611","parathyroid oncocytic adenoma","F"
"DOID:7612","childhood intracortical osteosarcoma","F"
"DOID:7613","sarcomatosis of the meninges","F"
"DOID:7615","sarcomatosis","F"
"DOID:762","obsolete bacterial endocarditis","F"
"DOID:763","obsolete meningococcal carditis","F"
"DOID:7631","adult embryonal tumor with multilayered rosettes, C19MC-altered","F"
"DOID:7632","Cowper gland carcinoma","F"
"DOID:7633","macular holes","F"
"DOID:7634","suprasellar meningioma","F"
"DOID:7635","Gasserian ganglion meningioma","F"
"DOID:7636","obsolete recurrent cancer of small Intestine","F"
"DOID:7638","obsolete Paget's disease and invasive ductal carcinoma of breast","F"
"DOID:7639","malignant granular cell skin tumor","F"
"DOID:764","obsolete meningococcal pericarditis","F"
"DOID:7641","obsolete non-resectable small intestine carcinoma","F"
"DOID:7642","cholangiolocellular carcinoma","F"
"DOID:7643","acantholytic squamous cell skin carcinoma","F"
"DOID:7646","multiple spinal canal and spinal cord meningioma","F"
"DOID:7650","pulmonary type ovarian small cell carcinoma","F"
"DOID:7651","small-cell carcinoma of the ovary of hypercalcemic type","F"
"DOID:7652","obsolete rare cancer-associated syndrome","F"
"DOID:7656","adult infiltrating astrocytic neoplasm","F"
"DOID:7657","obsolete anaplastic astrocytoma of adult","F"
"DOID:7664","endometrial mixed adenocarcinoma","F"
"DOID:7665","non-gestational ovarian choriocarcinoma","F"
"DOID:7671","obsolete recurrent penis cancer","F"
"DOID:7672","obsolete regressing non-cutaneous melanoma","F"
"DOID:7675","testicular fibroma","F"
"DOID:7676","testicular thecoma","F"
"DOID:7677","obsolete bone metastatic Ewing's sarcoma","F"
"DOID:7678","sphenoid sinus inverted papilloma","F"
"DOID:7679","sphenoid sinus Schneiderian papilloma","F"
"DOID:768","retinoblastoma","F"
"DOID:7681","obsolete mixed choriocarcinoma and teratoma of the testis","F"
"DOID:7683","obsolete dissecting aortic aneurysm","F"
"DOID:7684","maxillary sinus adenocarcinoma","F"
"DOID:7685","pancreatic non-invasive intraductal papillary-mucinous carcinoma","F"
"DOID:7694","bladder urachal adenocarcinoma","F"
"DOID:7696","lung hilum cancer","F"
"DOID:7697","pancreatic ACTH hormone producing tumor","F"
"DOID:7698","non-functioning pancreatic endocrine tumor","F"
"DOID:7702","obsolete AIDS-related oropharyngeal candidiasis","F"
"DOID:7704","obsolete human papilloma virus related endocervical adenocarcinoma","F"
"DOID:7706","obsolete Cytomegalovirus esophagitis","F"
"DOID:7707","rectum signet ring adenocarcinoma","F"
"DOID:7708","perianal skin Paget's disease","F"
"DOID:771","retinal cell cancer","F"
"DOID:7710","obsolete metastatic extraskeletal chondrosarcoma","F"
"DOID:7712","obsolete recurrent adult soft tissue sarcoma","F"
"DOID:7713","tuberculum sellae meningioma","F"
"DOID:7714","obsolete metastatic malignant hemangiopericytoma","F"
"DOID:7716","mixed ductal-endocrine carcinoma","F"
"DOID:7717","colloid carcinoma of the pancreas","F"
"DOID:7718","osteoclast-like giant cell neoplasm of the pancreas","F"
"DOID:772","obsolete metastasis to the retina","F"
"DOID:7724","obsolete generalized convulsive epilepsy","F"
"DOID:7728","obsolete chronic allograft arteriopathy","F"
"DOID:7729","acinar cell cystadenocarcinoma","F"
"DOID:773","obsolete metastasis to eye","F"
"DOID:7731","childhood malignant hemangiopericytoma","F"
"DOID:7732","childhood malignant schwannoma","F"
"DOID:7733","signet ring cell intrahepatic cholangiocarcinoma","F"
"DOID:7735","pancreatic colloid cystadenoma","F"
"DOID:7736","retinal telangiectasia","F"
"DOID:7739","obsolete human papilloma virus related penile squamous cell carcinoma","F"
"DOID:774","retina lymphoma","F"
"DOID:7747","childhood extraocular retinoblastoma","F"
"DOID:775","intraocular lymphoma","F"
"DOID:7750","adult brain ependymoma","F"
"DOID:7752","extrahepatic biliary papillomatosis","F"
"DOID:7753","obsolete recurrent cancer of testis","F"
"DOID:7754","obsolete Chondroid hamartoma of lung","F"
"DOID:7756","neonatal leukemia","F"
"DOID:7757","childhood leukemia","F"
"DOID:7762","childhood multilocular cystic kidney neoplasm","F"
"DOID:7763","carcinoma of supraglottis","F"
"DOID:7764","subglottis carcinoma","F"
"DOID:7765","Coats disease","F"
"DOID:7786","obsolete mixed choriocarcinoma and embryonal carcinoma of the testis","F"
"DOID:7787","breast osteosarcoma","F"
"DOID:7788","adult spinal cord ependymoma","F"
"DOID:7793","obsolete recurrent uterine sarcoma","F"
"DOID:7799","obsolete transitional cell carcinoma of the ureter with glandular differentiation","F"
"DOID:7801","obsolete plasmacytoma-like PTLD","F"
"DOID:7805","obsolete nonmetastatic extraskeletal osteosarcoma","F"
"DOID:7806","adult spinal cord glioblastoma multiforme","F"
"DOID:7807","choroid necrotic melanoma","F"
"DOID:7808","necrotic uveal melanoma","F"
"DOID:7809","obsolete anaplastic giant cell thyroid carcinoma","F"
"DOID:7810","obsolete AIDS-related Cytomegalovirus enterocolitis","F"
"DOID:7812","obsolete Enterovirus gastroenteritis","F"
"DOID:7814","obsolete Cytomegalovirus colitis","F"
"DOID:7815","obsolete recurrent malignant thymoma","F"
"DOID:7817","mixed astrocytoma-ependymoma-oligodendroglioma","F"
"DOID:7818","petroclival meningioma","F"
"DOID:7819","sphenoorbital meningioma","F"
"DOID:7820","sphenocavernous meningioma","F"
"DOID:7824","spinal multifocal clear cell meningioma","F"
"DOID:7825","chronic toxic polyneuropathy","F"
"DOID:7826","adult papillary meningioma","F"
"DOID:7827","adult extraosseous osteosarcoma","F"
"DOID:783","end stage renal disease","F"
"DOID:7833","obsolete cervical papillary squamous cell carcinoma","F"
"DOID:7834","obsolete human papilloma virus related cervical squamous cell carcinoma","F"
"DOID:7836","obsolete mixed acinar-endocrine carcinoma","F"
"DOID:7839","infiltrating nipple syringomatous adenoma","F"
"DOID:7840","pancreatic non-functioning delta cell tumor","F"
"DOID:7841","childhood embryonal tumor with multilayered rosettes, C19MC-altered","F"
"DOID:7843","female breast carcinoma","F"
"DOID:7847","obsolete vascular hemorrhagic disorder","F"
"DOID:7848","interdigitating dendritic cell sarcoma","F"
"DOID:7849","dendritic cell sarcoma","F"
"DOID:7850","obsolete recurrent uvea melanoma","F"
"DOID:7851","pancreatic intraductal papillary-mucinous adenoma","F"
"DOID:7855","obsolete recurrent ovarian germ cell neoplasm","F"
"DOID:786","laryngeal disease","F"
"DOID:7867","adult central nervous system germinoma","F"
"DOID:7868","maxillary sinus inverted papilloma","F"
"DOID:7875","adult xanthogranuloma","F"
"DOID:7878","uterine corpus atypical polypoid adenomyoma","F"
"DOID:7880","luteoma","F"
"DOID:789","obsolete hypotony of eye associated with another ocular disorder","F"
"DOID:7890","obsolete testicular spermatocytic seminoma with sarcoma","F"
"DOID:7891","testicular spermatocytic seminoma","F"
"DOID:7892","obsolete breast adenohibernoma","F"
"DOID:7894","mite infestation","F"
"DOID:790","ocular hypotension","F"
"DOID:7902","adult extraosseous chondrosarcoma","F"
"DOID:7903","intracranial chondrosarcoma","F"
"DOID:7907","mixed astrocytoma-ependymoma","F"
"DOID:791","obsolete disorganized schizophrenia in remission","F"
"DOID:7910","maxillary sinus squamous cell carcinoma","F"
"DOID:7915","cervical spinal canal and spinal cord meningioma","F"
"DOID:7919","obsolete nonmetastatic extra-osseous ewing's sarcoma","F"
"DOID:792","obsolete disorganized schizophrenia","F"
"DOID:7920","obsolete central nervous system benign soft tissue neoplasm","F"
"DOID:7921","benign mediastinal psammomatous neurilemmoma","F"
"DOID:7922","benign mediastinal neurilemmoma","F"
"DOID:7926","epithelial malignant thymoma","F"
"DOID:7927","malignant type A thymoma","F"
"DOID:7928","testis refractory cancer","F"
"DOID:793","obsolete schizophrenia in remission","F"
"DOID:7930","glandular-alveolar pattern testicular yolk sac tumor","F"
"DOID:7931","obsolete old burn scar-related squamous cell carcinoma of skin","F"
"DOID:7933","obsolete childhood precursor T-lymphoblastic lymphoma/leukemia","F"
"DOID:7936","refractory T lymphoblastic leukemia/lymphoma","F"
"DOID:7938","obsolete dyschondroplasia","F"
"DOID:794","obsolete residual schizophrenia in remission","F"
"DOID:7941","Barrett's adenocarcinoma","F"
"DOID:7945","adult central nervous system mixed germ cell tumor","F"
"DOID:7946","obsolete recurrent cancer of colon","F"
"DOID:7949","stroma-dominant and stroma-poor composite ganglioneuroblastoma","F"
"DOID:795","obsolete residual type schizophrenia","F"
"DOID:7951","Schwannian stroma-rich and stroma-poor composite ganglioneuroblastoma","F"
"DOID:7953","nipple duct carcinoma","F"
"DOID:7956","obsolete EBV-related posttransplantation lymphoproliferative disease","F"
"DOID:7958","sarcomatoid penile squamous cell carcinoma","F"
"DOID:7959","duodenal gastrinoma","F"
"DOID:7960","malignant spiradenoma","F"
"DOID:7961","cervical non-keratinizing squamous cell carcinoma","F"
"DOID:7962","tamoxifen-related endometrial lesion","F"
"DOID:7966","obsolete type 3 ALPS","F"
"DOID:7967","lipid-cell variant infiltrating bladder urothelial carcinoma","F"
"DOID:7968","plasmacytoid variant infiltrating bladder urothelial carcinoma","F"
"DOID:7969","nested variant infiltrating bladder urothelial carcinoma","F"
"DOID:7971","microcystic variant infiltrating bladder urothelial carcinoma","F"
"DOID:7972","lymphoma-like variant infiltrating bladder urothelial carcinoma","F"
"DOID:7979","obsolete helicobacter pylori-related gastric adenocarcinoma","F"
"DOID:7983","breast malignant eccrine spiradenoma","F"
"DOID:7984","sclerosing breast papilloma","F"
"DOID:7986","cerebral falx meningioma","F"
"DOID:7994","central nervous system osteosarcoma","F"
"DOID:7996","familial glomangioma","F"
"DOID:8000","frontal convexity meningioma","F"
"DOID:8002","supraglottis neoplasm","F"
"DOID:8003","alveoli adenoma","F"
"DOID:8004","obsolete ovarian dermoid cyst with prolactin secreting adenoma","F"
"DOID:8005","obsolete ovarian dermoid cyst with secondary pituitary-type tumor","F"
"DOID:8006","skin meningioma","F"
"DOID:8007","Pancoast tumor","F"
"DOID:8009","penis mixed squamous cell carcinoma","F"
"DOID:801","hemarthrosis","F"
"DOID:8011","obsolete metastatic fibrosarcoma","F"
"DOID:8012","benign pericardial teratoma","F"
"DOID:8013","penis papillary carcinoma","F"
"DOID:8014","obsolete ovarian dermoid cyst with corticotropin secreting adenoma","F"
"DOID:8016","obsolete anaplastic ganglioglioma","F"
"DOID:8018","obsolete renal pelvis and ureter regional transitional cell cancer","F"
"DOID:8019","obsolete renal pelvis and ureter recurrent transitional cell cancer","F"
"DOID:8020","glomangiomyoma","F"
"DOID:8021","obsolete medullary carcinoma with amyloid stroma","F"
"DOID:8022","liver fibrosarcoma","F"
"DOID:8023","myxoid liposarcoma of the ovary","F"
"DOID:8024","obsolete male genital tuberculosis","F"
"DOID:8025","gastric signet ring cell adenocarcinoma","F"
"DOID:8026","obsolete intestinal adenocarcinoma of the stomach","F"
"DOID:8029","sporadic breast cancer","F"
"DOID:8030","periocular meningioma","F"
"DOID:8031","pineal region meningioma","F"
"DOID:8036","childhood ovarian embryonal carcinoma","F"
"DOID:8042","testis polyembryoma","F"
"DOID:8043","chest wall parachordoma","F"
"DOID:8045","obsolete recurrent cancer of prostate","F"
"DOID:8050","bladder tubulo-cystic clear cell adenocarcinoma","F"
"DOID:8051","bladder papillary clear cell adenocarcinoma","F"
"DOID:8055","obsolete recurrent urethral cancer","F"
"DOID:8058","pituitary stalk meningioma","F"
"DOID:8060","frontal sinus inverted papilloma","F"
"DOID:8068","intraductal breast myoepitheliosis","F"
"DOID:807","carotid artery occlusion","F"
"DOID:8072","sarcomatous intrahepatic cholangiocarcinoma","F"
"DOID:8078","childhood central nervous system germinoma","F"
"DOID:8079","obsolete monomorphic T-cell PTLD","F"
"DOID:8080","obsolete ovarian mucinous cystic tumor associated with pseudomyxoma peritonei","F"
"DOID:8081","myxomatous pattern testicular yolk sac tumor","F"
"DOID:8082","cellular congenital mesoblastic nephroma","F"
"DOID:8083","classic congenital mesoblastic nephroma","F"
"DOID:8084","obsolete cervical squamotransitional carcinoma","F"
"DOID:8087","obsolete ovarian dermoid cyst with sebaceous carcinoma","F"
"DOID:8089","obsolete advanced adult primary hepatoma","F"
"DOID:8093","maxillary sinus Schneiderian papilloma","F"
"DOID:8094","obsolete cervical condylomatous squamous cell carcinoma","F"
"DOID:8096","bladder mixed adenocarcinoma","F"
"DOID:8097","bladder hepatoid adenocarcinoma","F"
"DOID:810","obsolete HIV-associated lipodystrophy syndrome","F"
"DOID:8102","fetal adenoma","F"
"DOID:8104","vaginal tubulovillous adenoma","F"
"DOID:8105","extrahepatic bile duct cystadenoma","F"
"DOID:8106","cellular phase chronic idiopathic myelofibrosis","F"
"DOID:8107","obsolete S-T syndrome","F"
"DOID:8108","fibroepithelial polyp of urethra","F"
"DOID:8109","nephrogenic adenoma of the urethra","F"
"DOID:8110","periampullary adenocarcinoma","F"
"DOID:8115","obsolete recurrent childhood cerebral astrocytoma","F"
"DOID:8117","neuronitis","F"
"DOID:8118","mature gastric teratoma","F"
"DOID:8119","anal canal Paget's disease","F"
"DOID:8120","obsolete adenocarcinoma in villous adenoma","F"
"DOID:8121","obsolete metastatic extra-osseous Ewing's sarcoma","F"
"DOID:8122","pseudovascular skin squamous cell carcinoma","F"
"DOID:8125","osteochondrosis","F"
"DOID:813","septic arthritis","F"
"DOID:8130","breast columnar cell mucinous carcinoma","F"
"DOID:8131","obsolete sclerosing mucoepidermoid thyroid carcinoma with eosinophilia","F"
"DOID:8133","epiglottis cancer","F"
"DOID:8135","gallbladder lymphoma","F"
"DOID:8136","obsolete transitional cell carcinoma of the ureter with mixed differentiation","F"
"DOID:8137","thymus clear cell carcinoma","F"
"DOID:8138","thymus sarcomatoid carcinoma","F"
"DOID:8140","adrenal gland ganglioneuroblastoma","F"
"DOID:8144","pregerminal center chronic lymphocytic leukemia/small lymphocytic lymphoma","F"
"DOID:8145","obsolete metastatic neoplasm to the gallbladder","F"
"DOID:8146","obsolete anaplastic secondary supratentorial astrocytic neoplasm","F"
"DOID:8148","obsolete recurrent childhood malignant germ cell tumor","F"
"DOID:8149","malignant childhood germ cell neoplasm","F"
"DOID:8150","pancreatic invasive intraductal papillary-mucinous carcinoma","F"
"DOID:8151","appendiceal L-cell glucagon-like peptide producing tumor","F"
"DOID:8152","obsolete distal 1/3 of common bile duct adenocarcinoma","F"
"DOID:8153","fibroosseous pseudotumor of digits","F"
"DOID:8158","complement component 5 deficiency","F"
"DOID:8160","obsolete adult desmoplastic small round cell tumor","F"
"DOID:8161","thyroid gland Hurthle cell carcinoma","F"
"DOID:8162","thyroid Hurthle cell adenoma","F"
